workerid,proliferate.condition,condition,item_id,matrix_subject,response,rt,scale,slide_number_in_experiment,speakerGender,speakerName,statement,trigger,trigger_class,utterance,error
155,main,ub,10,Tina,0.3,3960,or,21,F,Elizabeth,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",acknowledge,C,Did Tina acknowledge that Jayden solved the crossword or the Rubik's cube?,NA
262,main,ub,1,Patrick,0.8,49920,some,4,F,Michelle,"Mary ate some of the cupcakes, and she did not eat all of them",discover,NonProj,Did Patrick discover that Mary ate some of the cupcakes?,NA
262,main,ub,11,Amanda,0.39,32367,or,5,M,Richard,"Tony graded the midterm or the final, and he did not grade both",establish,NonProj,Did Amanda establish that Tony graded the midterm or the final?,NA
262,main,NA,control4,NA,0.18,24391,NA,6,F,Helen,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
262,main,NA,control6,NA,0.14,10375,NA,7,F,Donna,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
262,main,lb,4,Janice,0.2,24664,some,8,M,Mark,Danny solved at least some of the puzzles,confirm,C,Did Janice confirm that Danny solved some of the puzzles?,NA
262,main,lb,2,Scott,0.85,20753,some,9,F,Lisa,Josie failed at least some of the courses,reveal,NonProj,Did Scott reveal that Josie failed some of the courses?,NA
262,main,ub,10,Tina,0.79,16768,or,10,F,Karen,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",know,NonProj,Does Tina know that Jayden solved the crossword or the Rubik's cube?,NA
262,main,ub,5,Barbara,0.81,16120,some,11,F,Dorothy,"Frank graded some of the math problems, and he did not grade all of them",prove,C,Did Barbara prove that Frank graded some of the math problems?,NA
262,main,NA,control2,NA,0.19,13272,NA,12,F,Susan,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
262,main,lb,9,Andrew,0.18,14520,or,13,M,Steven,Grace stole a laptop or a calculator or both,suggest,C,Did Andrew suggest that Grace stole a laptop or a calculator?,NA
262,main,NA,control3,NA,0.19,6224,NA,14,M,Thomas,Todd played football in high school,control,control,Did Todd play football in high school?,NA
262,main,lb,12,Melissa,0.82,12528,or,15,M,George,Josh drank coffee or tea or both,inform_Sam,C,Did Melissa inform Sam that Josh drank coffee or tea?,NA
262,main,lb,6,Rachel,0.85,10048,some,16,F,Kimberly,Jackson drank at least some of the sodas,hear,C,Did Rachel hear that Jackson drank some of the sodas?,NA
262,main,NA,control1,NA,0.15,4887,NA,17,F,Ashley,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
262,main,NA,control5,NA,0.14,5378,NA,18,M,Matthew,Madison had a baby,control,control,Did Madison have a baby?,NA
262,main,ub,8,Brian,0.84,11479,or,19,M,Kenneth,"Emily failed math or science, and she did not fail both",acknowledge,C,Did Brian acknowledge that Emily failed math or science?,NA
262,main,lb,7,Kevin,0.13,8080,or,20,F,Sarah,Isabella ate cake or pie or both,say,C,Did Kevin say that Isabella ate cake or pie?,NA
262,main,ub,3,Justin,0.14,11391,some,21,F,Jessica,"Emma stole some of the office supplies, and she did not take all of them",think,NonProj,Does Justin think that Emma stole some of the office supplies?,NA
389,main,NA,control5,NA,0.26,19008,NA,4,F,Jennifer,Madison had a baby,control,control,Did Madison have a baby?,NA
389,main,lb,7,Kevin,0.74,19635,or,5,M,Robert,Isabella ate cake or pie or both,think,NonProj,Does Kevin think that Isabella ate cake or pie?,NA
389,main,NA,control2,NA,0.81,9134,NA,6,M,Paul,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
389,main,ub,10,Tina,0.91,13716,or,7,M,Thomas,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",discover,NonProj,Did Tina discover that Jayden solved the crossword or the Rubik's cube?,NA
389,main,ub,11,Amanda,0.56,11709,or,8,F,Nancy,"Tony graded the midterm or the final, and he did not grade both",establish,NonProj,Did Amanda establish that Tony graded the midterm or the final?,NA
389,main,lb,12,Melissa,0.22,14941,or,9,F,Lisa,Josh drank coffee or tea or both,reveal,NonProj,Did Melissa reveal that Josh drank coffee or tea?,NA
389,main,NA,control3,NA,0.28,19014,NA,10,F,Linda,Todd played football in high school,control,control,Did Todd play football in high school?,NA
389,main,ub,8,Brian,0.85,24962,or,11,F,Dorothy,"Emily failed math or science, and she did not fail both",inform_Sam,C,Did Brian inform Sam that Emily failed math or science?,NA
389,main,NA,control4,NA,0.06,10294,NA,12,F,Susan,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
389,main,ub,1,Patrick,0.13,12776,some,13,M,William,"Mary ate some of the cupcakes, and she did not eat all of them",say,C,Did Patrick say that Mary ate some of the cupcakes?,NA
389,main,lb,6,Rachel,1,8835,some,14,F,Karen,Jackson drank at least some of the sodas,know,NonProj,Does Rachel know that Jackson drank some of the sodas?,NA
389,main,ub,3,Justin,1,11231,some,15,F,Michelle,"Emma stole some of the office supplies, and she did not take all of them",hear,C,Did Justin hear that Emma stole some of the office supplies?,NA
389,main,lb,2,Scott,1,54208,some,16,F,Carol,Josie failed at least some of the courses,acknowledge,C,Did Scott acknowledge that Josie failed some of the courses?,NA
389,main,NA,control1,NA,0,9242,NA,17,M,Steven,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
389,main,ub,5,Barbara,0.49,16618,some,18,F,Sandra,"Frank graded some of the math problems, and he did not grade all of them",prove,C,Did Barbara prove that Frank graded some of the math problems?,NA
389,main,NA,control6,NA,0,7582,NA,19,F,Helen,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
389,main,lb,4,Janice,0.29,21718,some,20,F,Elizabeth,Danny solved at least some of the puzzles,suggest,C,Did Janice suggest that Danny solved some of the puzzles?,NA
389,main,lb,9,Andrew,0.51,11077,or,21,F,Donna,Grace stole a laptop or a calculator or both,confirm,C,Did Andrew confirm that Grace stole a laptop or a calculator?,NA
231,main,lb,5,Barbara,0.84,7535,some,4,F,Jessica,Frank graded at least some of the math problems,think,NonProj,Does Barbara think that Frank graded some of the math problems?,NA
231,main,NA,control4,NA,0.23,6649,NA,5,F,Ashley,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
231,main,ub,1,Patrick,0.96,8614,some,6,F,Helen,"Mary ate some of the cupcakes, and she did not eat all of them",prove,C,Did Patrick prove that Mary ate some of the cupcakes?,NA
231,main,ub,10,Tina,0.71,13159,or,7,F,Susan,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",suggest,C,Did Tina suggest that Jayden solved the crossword or the Rubik's cube?,NA
231,main,ub,4,Janice,0.99,8392,some,8,M,Steven,"Danny solved some of the puzzles, and he did not solve all of them",say,C,Did Janice say that Danny solved some of the puzzles?,NA
231,main,NA,control2,NA,0.99,4618,NA,9,F,Dorothy,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
231,main,lb,7,Kevin,0.24,7189,or,10,F,Donna,Isabella ate cake or pie or both,discover,NonProj,Did Kevin discover that Isabella ate cake or pie?,NA
231,main,lb,6,Rachel,0.99,6383,some,11,M,William,Jackson drank at least some of the sodas,reveal,NonProj,Did Rachel reveal that Jackson drank some of the sodas?,NA
231,main,NA,control6,NA,0.97,6004,NA,12,F,Karen,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
231,main,ub,3,Justin,0.98,9431,some,13,F,Betty,"Emma stole some of the office supplies, and she did not take all of them",confirm,C,Did Justin confirm that Emma stole some of the office supplies?,NA
231,main,ub,11,Amanda,0.51,7330,or,14,M,David,"Tony graded the midterm or the final, and he did not grade both",know,NonProj,Does Amanda know that Tony graded the midterm or the final?,NA
231,main,NA,control5,NA,0.99,5127,NA,15,M,Paul,Madison had a baby,control,control,Did Madison have a baby?,NA
231,main,ub,12,Melissa,0.66,5118,or,16,F,Lisa,"Josh drank coffee or tea, and he did not drink both",inform_Sam,C,Did Melissa inform Sam that Josh drank coffee or tea?,NA
231,main,lb,8,Brian,0.22,4997,or,17,M,Kenneth,Emily failed math or science or both,hear,C,Did Brian hear that Emily failed math or science?,NA
231,main,NA,control1,NA,1,5242,NA,18,M,Thomas,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
231,main,lb,2,Scott,0.99,6384,some,19,F,Nancy,Josie failed at least some of the courses,establish,NonProj,Did Scott establish that Josie failed some of the courses?,NA
231,main,lb,9,Andrew,0.38,6283,or,20,M,Richard,Grace stole a laptop or a calculator or both,acknowledge,C,Did Andrew acknowledge that Grace stole a laptop or a calculator?,NA
231,main,NA,control3,NA,0.99,3909,NA,21,M,James,Todd played football in high school,control,control,Did Todd play football in high school?,NA
209,main,lb,2,Scott,0.56,26811,some,4,F,Lisa,Josie failed at least some of the courses,establish,NonProj,Did Scott establish that Josie failed some of the courses?,NA
209,main,ub,3,Justin,0.5,23000,some,5,M,Paul,"Emma stole some of the office supplies, and she did not take all of them",discover,NonProj,Did Justin discover that Emma stole some of the office supplies?,NA
209,main,NA,control2,NA,0.5,5550,NA,6,F,Helen,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
209,main,lb,11,Amanda,0.5,10466,or,7,M,Richard,Tony graded the midterm or the final or both,confirm,C,Did Amanda confirm that Tony graded the midterm or the final?,NA
209,main,lb,6,Rachel,0.79,15533,some,8,F,Karen,Jackson drank at least some of the sodas,know,NonProj,Does Rachel know that Jackson drank some of the sodas?,NA
209,main,ub,4,Janice,0.5,11167,some,9,M,Mark,"Danny solved some of the puzzles, and he did not solve all of them",prove,C,Did Janice prove that Danny solved some of the puzzles?,NA
209,main,lb,7,Kevin,0.79,9516,or,10,F,Linda,Isabella ate cake or pie or both,inform_Sam,C,Did Kevin inform Sam that Isabella ate cake or pie?,NA
209,main,ub,9,Andrew,0.82,11333,or,11,F,Michelle,"Grace stole a laptop or a calculator, and she did not steal both",acknowledge,C,Did Andrew acknowledge that Grace stole a laptop or a calculator?,NA
209,main,NA,control4,NA,0.5,4817,NA,12,F,Jennifer,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
209,main,NA,control6,NA,0.51,5885,NA,13,F,Susan,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
209,main,NA,control1,NA,0.5,6930,NA,14,M,David,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
209,main,ub,12,Melissa,0.84,10933,or,15,M,Matthew,"Josh drank coffee or tea, and he did not drink both",hear,C,Did Melissa hear that Josh drank coffee or tea?,NA
209,main,NA,control3,NA,0.5,4117,NA,16,F,Carol,Todd played football in high school,control,control,Did Todd play football in high school?,NA
209,main,ub,8,Brian,0.79,6200,or,17,F,Elizabeth,"Emily failed math or science, and she did not fail both",reveal,NonProj,Did Brian reveal that Emily failed math or science?,NA
209,main,NA,control5,NA,0.5,5565,NA,18,M,William,Madison had a baby,control,control,Did Madison have a baby?,NA
209,main,lb,1,Patrick,0.49,16400,some,19,M,Christopher,Mary ate at least some of the cupcakes,suggest,C,Did Patrick suggest that Mary ate some of the cupcakes?,NA
209,main,ub,5,Barbara,0.51,9569,some,20,F,Ashley,"Frank graded some of the math problems, and he did not grade all of them",say,C,Did Barbara say that Frank graded some of the math problems?,NA
209,main,lb,10,Tina,0.49,5030,or,21,F,Donna,Jayden solved the crossword or the Rubik's cube or both,think,NonProj,Does Tina think that Jayden solved the crossword or the Rubik's cube?,NA
403,main,ub,6,Rachel,0.93,173491,some,4,F,Betty,"Jackson drank some of the sodas, and he did not drink all of them",hear,C,Did Rachel hear that Jackson drank some of the sodas?,NA
403,main,NA,control1,NA,0.9,309542,NA,5,M,Kenneth,Zack is coming to the meeting tomorrow,control,control,Is Zack coming to the meeting tomorrow?,NA
403,main,lb,1,Patrick,0.19,5692,some,6,F,Sandra,Mary ate at least some of the cupcakes,discover,NonProj,Did Patrick discover that Mary ate some of the cupcakes?,NA
403,main,ub,5,Barbara,0.2,13452,some,7,M,James,"Frank graded some of the math problems, and he did not grade all of them",establish,NonProj,Did Barbara establish that Frank graded some of the math problems?,NA
403,main,NA,control2,NA,0.94,25505,NA,8,F,Jennifer,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
403,main,ub,11,Amanda,0.81,23219,or,9,F,Carol,"Tony graded the midterm or the final, and he did not grade both",suggest,C,Did Amanda suggest that Tony graded the midterm or the final?,NA
403,main,lb,8,Brian,0.17,5175,or,10,F,Jessica,Emily failed math or science or both,think,NonProj,Does Brian think that Emily failed math or science?,NA
403,main,NA,control3,NA,0.86,2603,NA,11,F,Helen,Todd played football in high school,control,control,Did Todd play football in high school?,NA
403,main,lb,2,Scott,0.96,10265,some,12,F,Ashley,Josie failed at least some of the courses,reveal,NonProj,Did Scott reveal that Josie failed some of the courses?,NA
403,main,lb,9,Andrew,0.09,7581,or,13,F,Donna,Grace stole a laptop or a calculator or both,confirm,C,Did Andrew confirm that Grace stole a laptop or a calculator?,NA
403,main,ub,4,Janice,0.93,4869,some,14,M,Matthew,"Danny solved some of the puzzles, and he did not solve all of them",say,C,Did Janice say that Danny solved some of the puzzles?,NA
403,main,ub,10,Tina,0.97,8677,or,15,M,David,"Jayden solved the crossword or the Rubik's cube, and he did not solve both",know,NonProj,Does Tina know that Jayden solved the crossword or the Rubik's cube?,NA
403,main,lb,3,Justin,0.85,32768,some,16,F,Kimberly,Emma stole at least some of the office supplies,acknowledge,C,Did Justin acknowledge that Emma stole some of the office supplies?,NA
403,main,NA,control5,NA,0.81,16273,NA,17,F,Nancy,Madison had a baby,control,control,Did Madison have a baby?,NA
403,main,ub,12,Melissa,0.06,4525,or,18,M,Paul,"Josh drank coffee or tea, and he did not drink both",prove,C,Did Melissa prove that Josh drank coffee or tea?,NA
403,main,lb,7,Kevin,0.94,2839,or,19,F,Dorothy,Isabella ate cake or pie or both,inform_Sam,C,Did Kevin inform Sam that Isabella ate cake or pie?,NA
403,main,NA,control6,NA,0.88,5233,NA,20,F,Elizabeth,Hendrick's car was expensive,control,control,Was Hendrick's car expensive?,NA
403,main,NA,control4,NA,0.79,7183,NA,21,M,George,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
235,main,lb,10,Tina,0.07,18865,or,4,F,Jennifer,Jayden solved the crossword or the Rubik's cube or both,suggest,C,Did Tina suggest that Jayden solved the crossword or the Rubik's cube?,NA
235,main,NA,control3,NA,0.49,8941,NA,5,M,Paul,Todd played football in high school,control,control,Did Todd play football in high school?,NA
235,main,lb,1,Patrick,1,7446,some,6,M,Matthew,Mary ate at least some of the cupcakes,prove,C,Did Patrick prove that Mary ate some of the cupcakes?,NA
235,main,lb,9,Andrew,0.49,12687,or,7,F,Dorothy,Grace stole a laptop or a calculator or both,think,NonProj,Does Andrew think that Grace stole a laptop or a calculator?,NA
235,main,ub,3,Justin,0.76,11382,some,8,F,Kimberly,"Emma stole some of the office supplies, and she did not take all of them",hear,C,Did Justin hear that Emma stole some of the office supplies?,NA
235,main,NA,control4,NA,0.51,7870,NA,9,F,Sandra,Vanessa is good at math,control,control,Is Vanessa good at math?,NA
235,main,ub,12,Melissa,1,13558,or,10,F,Helen,"Josh drank coffee or tea, and he did not drink both",reveal,NonProj,Did Melissa reveal that Josh drank coffee or tea?,NA
235,main,NA,control2,NA,0.51,5633,NA,11,F,Sarah,Mary's aunt is sick,control,control,Is Mary's aunt sick?,NA
235,main,ub,8,Brian,1,6996,or,12,F,Ashley,"Emily failed math or science, and she did not fail both",know,NonProj,Does Brian know that Emily failed math or science?,NA
235,main,ub,7,Kevin,0.68,10691,or,13,M,Kenneth,"Isabella ate cake or pie, and she did not eat both",confirm,C,Did Kevin confirm that Isabella ate cake or pie?,NA
235,main,ub,2,Scott,1,7061,some,14,M,James,"Josie failed some of the courses, and she did not fail all of them",acknowledge,C,Did Scott acknowledge that Josie failed some of the courses?,NA
